index,likes,downloads,datasets :: ARC,datasets :: Average,datasets :: GSM8K,datasets :: HellaSwag,datasets :: MMLU,datasets :: TruthfulQA,datasets :: Unnamed: 0,datasets :: Winogrande,version number,UGI-Leaderboard :: Internet,UGI-Leaderboard :: UGI 🏆,UGI-Leaderboard :: Unruly,UGI-Leaderboard :: W/10 👍,created_at_numeric,pipeline tag_question-answering,pipeline tag_text-classification,pipeline tag_text-generation,pipeline tag_nan,architectural type_codegen,architectural type_deepseek_v2,architectural type_gemma,architectural type_gpt2,architectural type_gpt_bigcode,architectural type_llama,architectural type_mistral,architectural type_mixtral,architectural type_qwen2,architectural type_stablelm,architectural type_nan,real architecture_CodeGenForCausalLM,real architecture_DeepseekV2ForCausalLM,real architecture_GPT2LMHeadModel,real architecture_GPTBigCodeForCausalLM,real architecture_GemmaForCausalLM,real architecture_LlamaForCausalLM,real architecture_LlamaForSequenceClassification,real architecture_MistralForCausalLM,real architecture_MixtralForCausalLM,real architecture_Qwen2ForCausalLM,real architecture_StableLmForCausalLM,real architecture_nan,parameters_0.5B,parameters_1.1B,parameters_1.3B,parameters_10.2B,parameters_10.7B,parameters_13B,parameters_14B,parameters_16B,parameters_22B,parameters_24B,parameters_2B,parameters_2X7B,parameters_32B,parameters_33B,parameters_34B,parameters_3B,parameters_3X7B,parameters_4B,parameters_4X7B,parameters_6.7B,parameters_60B,parameters_6B,parameters_70B,parameters_7B,parameters_8B,parameters_9B,parameters_nan,is instruct/chat_False,is instruct/chat_True,is instruct/chat_<NA>,version_v0.1,version_v1,version_v1.0,version_v1.3,version_v1.5,version_v1.9,version_v10,version_v11.1,version_v12,version_v13,version_v14,version_v2,version_v2.0,version_v3,version_v3.5,version_v4,version_v5,version_v6.1,version_nan,Latent_Factor_1,Latent_Factor_2,Latent_Factor_3,Latent_Factor_4,Latent_Factor_5,Latent_Factor_6,Latent_Factor_7,Latent_Factor_8,Latent_Factor_9,Latent_Factor_10
ajibawa-2023/Python-Code-33B,8,1143,0.5631399317406144,0.5505576711300512,0.1918119787717968,0.8100975901214897,0.5421826459542846,0.443943398739872,3173,0.7521704814522494,,,,,,1699852441,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1185953,0.02679032,-0.7814202,-0.52734786,1.281144,0.6132568,0.5964834,-0.39821205,1.3837073,-0.7153941
ajibawa-2023/Python-Code-13B,7,1153,0.5878839590443686,0.5360596672441409,0.0955269143290371,0.8165704043019318,0.5477825515474928,0.4282626825293076,3169,0.7403314917127072,,,,,,1699699702,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.036359385,0.6391093,0.8353889,-0.57062703,0.21558669,0.43415996,0.5956358,-1.6806501,0.9841907,-0.27734968
ajibawa-2023/Code-Mistral-7B,15,92,0.6459044368600683,0.6997382222231284,0.6808188021228203,0.8529177454690301,0.6500010912052616,0.5463721037747236,3183,0.8224151539068666,,,,,,1711339347,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.7090125,0.20718588,-3.9000936,-1.3437697,2.4606273,0.5152701,-2.0958395,-3.2069747,1.6570878,1.7866911
ajibawa-2023/Code-Llama-3-8B,31,817,0.4974402730375427,0.4779740854681142,0.0288097043214556,0.7277434773949413,0.4915563880303001,0.4466829888879026,3186,0.675611681136543,,,,,,1715058400,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.011411905,2.575227,-0.98167884,-1.0077715,-1.4609711,0.82005614,0.54186064,0.5633072,0.57278633,0.09045778
ajibawa-2023/Code-290k-6.7B-Instruct,6,74,0.348976109215017,0.3664428016275794,0.0348749052312357,0.5199163513244374,0.3489189692646013,0.419530064311874,3168,0.526440410418311,,,,,,1708839523,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9268823,1.0750928,1.757131,0.40875366,-2.6559875,1.6016066,1.4317122,1.0460447,0.55003333,-2.7773168
ajibawa-2023/Code-290k-13B,8,1023,0.560580204778157,0.5295866090493973,0.1781652767247915,0.8154750049790879,0.5198765749362458,0.3765086228702086,3176,0.7269139700078927,,,,,,1705426523,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0245903,0.78456837,0.6942438,-0.49793768,0.10617991,-0.022624522,0.7319707,0.11165026,1.2794354,-0.60187393
ajibawa-2023/Code-13B,13,1158,0.5733788395904437,0.5480569788152018,0.1902956785443517,0.8328022306313483,0.531653602922189,0.4246156253859874,3182,0.7355958958168903,,,,,,1702060867,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.78119826,0.6911735,-0.011044145,-0.46195006,0.686419,0.6616949,0.48336112,0.13384727,1.6684378,-0.37359184
beowolx/CodeNinja-1.0-OpenChat-7B,104,8859,0.6348122866894198,0.6740397828804627,0.66565579984837,0.8364867556263692,0.6377257059005234,0.4716102407729485,4697,0.797947908445146,,,,,,1703104081,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.3985533,0.8015781,-3.6969383,-0.56621283,1.9339942,0.74998444,-2.0847578,-1.6726673,1.7073828,2.2628863
beowolx/MistralHermes-CodePro-7B-v1,14,24,0.6245733788395904,0.6617069787535237,0.6087945413191812,0.8268273252340171,0.6343861235067638,0.4966549787597113,4696,0.7790055248618785,1.0,,,,,1702229914,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6433846,-2.3109508,-2.2927842,-2.0847375,2.0800016,0.1198151,-1.4891626,-2.1525888,0.6183255,0.90975463
altomek/CodeRosa-70B-AB1,1,94,0.6552901023890785,0.6403506866520342,0.4450341167551175,0.8316072495518821,0.5986984642506519,0.4985302248502429,954,0.8129439621152328,,,,,,1710437203,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9242784,2.451707,-1.500193,-2.5518415,0.9511796,0.08610287,-0.84039795,-1.1336098,2.7705967,1.6183183
Undi95/Nous-Hermes-13B-Code,7,1163,0.6117747440273038,0.5593324982107956,0.1038665655799848,0.832105158334993,0.5513166758898136,0.505550629963065,6684,0.7513812154696132,,,,,,1693689879,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09548145,0.6882179,0.38962004,-0.8637708,0.09704007,0.6981349,-0.009555191,1.4273623,1.1368372,-0.2293922
Undi95/CodeEngine,0,1152,0.5836177474402731,0.5268321094781385,0.0151630022744503,0.8227444732125074,0.5417882808567511,0.4518227994936888,6674,0.7458563535911602,,,,,,1693927586,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6395842,1.6122054,-0.1452568,-1.6370627,-0.7835115,0.2501937,1.7612023,-0.30659848,0.46139956,-0.41474319
TheBloke/CodeLlama-34B-Python-fp16,13,2270,0.3813993174061433,0.4026889516170392,0.2001516300227445,0.3480382393945429,0.3294843620719598,0.4356710526774051,4868,0.7213891081294396,,,,,,1692909371,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9257234,-0.98664033,1.2286259,-0.8303454,-0.37148649,0.6765233,1.5484504,-0.23734695,0.75951636,-0.17038068
TheBloke/CodeLlama-13B-Instruct-fp16,28,2295,0.4462457337883959,0.4581761775819279,0.1266110689916603,0.6493726349332802,0.3876937154502335,0.4587866352956375,4849,0.6803472770323599,,,,,,1692894049,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.39957076,0.11113143,0.80586946,0.37721696,-0.89203286,1.3860054,0.09929924,-0.3653357,0.39826807,-2.610951
TheBloke/CodeLlama-13B-Python-fp16,25,2297,0.3319112627986348,0.3751889305154564,0.1008339651250947,0.4450308703445528,0.259432144203747,0.4398921914494383,4841,0.6740331491712708,,,,,,1692894419,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3271053,0.78188473,1.9372936,-0.19857618,-0.69769335,0.9278673,1.8685682,0.8186207,0.0636377,-1.5930552
TheBloke/CodeLlama-34B-Instruct-fp16,6,2285,0.4078498293515358,0.4300229156036352,0.2304776345716452,0.3566022704640509,0.3972483571729544,0.4428923144531004,4876,0.745067087608524,,,,,,1692909386,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9428527,0.095414326,0.49887377,-0.21887127,0.33112562,0.84025323,0.65657014,1.2527494,1.1309831,-0.42089173
CodeLlama-70b-Instruct-hf,208,3975,0.5503412969283277,0.599784412158893,0.4624715693707354,0.7723561043616809,0.5640310901888521,0.5044393244952377,5338,0.745067087608524,,0.0,0.0,0.0,0.0,1706526004,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16803871,2.666918,-2.4585023,-1.892711,-1.6293862,2.7880497,0.22848308,1.2696509,3.9374433,-0.44719627
CodeLlama-34b-hf,2,2116,0.3754266211604095,0.4007966301698814,0.2160727824109173,0.3183628759211312,0.3719944390850783,0.3889056985901338,6136,0.734017363851618,,,,,,1692899465,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5499804,-0.5630287,0.85467595,-0.8844677,-0.07699449,0.35778537,0.9952123,0.17009985,0.8486316,0.15490717
CodeLlama-13b-hf,0,2127,0.4087030716723549,0.4335404387858199,0.1213040181956027,0.6335391356303525,0.3280883582272197,0.4379426977660279,6138,0.6716653512233622,,,,,,1692898324,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3821466,0.61002934,1.5423545,-0.87816155,-0.4291021,0.7023642,1.2932944,1.4400284,0.7088437,-0.97663903
CodeLlama-7b-hf,3,2136,0.3984641638225256,0.3980913330099456,0.0545868081880212,0.5957976498705437,0.3047339750498113,0.386188763401858,6137,0.648776637726914,,,,,,1692897226,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1365759,-0.48758173,0.7963494,-0.67221355,-0.32408732,0.3245588,1.6472518,-0.039079785,-0.74910367,-1.0689689
speechless-codellama-dolphin-orca-platypus-13b,2,1082,0.4581911262798634,0.4632041451778697,0.0849128127369219,0.6770563632742481,0.4588335531456649,0.4467187820077896,6357,0.6535122336227308,,,,,,1694495329,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.052972,-0.17095071,0.62143445,-0.24343234,-0.27911863,0.80355895,0.8875198,0.4893186,0.6533255,-1.1788027
