,Seatpost LENGTH,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,std,htd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,BB length,Wheel cut,BELTorCHAIN,Number of cogs,Number of chainrings,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,Down tube type OHCLASS: 0,Down tube type OHCLASS: 1,Down tube type OHCLASS: 2,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Seat tube type OHCLASS: 0,Seat tube type OHCLASS: 1,Seat tube type OHCLASS: 2
2411,300.0,415.0,67.0,591.5028,73.5,145.0,60.0,563.4,73.5,662.3822,45.0,40.0,31.8,36.5,25.0,30.2,45.0,23.5,15.0,9.0,56.6,63.4,73.3,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.0812504,0.33364448,0.76040024,0.4536057,0.7319372,0.35810292,0.36983308,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1367,330.0,450.0,35.0,596.5371,70.5,120.0,45.0,482.6,74.5,707.66644,50.0,40.0,33.0,40.0,20.0,31.8,45.0,17.8,15.0,8.0,26.4,35.7,51.9,330.0,300.0,16.0,18.0,0.0,0.0,135.0,1.9825127,1.71586,3.0402014,1.5134442,1.8355052,1.3959905,2.090348,730.0,108.0,730.0,108.0,68.0,692.0,1.0,6.0,2.0,255.0,204.0,51.0,1.0,1.0,80.0,80.0,278.0,733.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1621,300.0,440.0,47.0,536.14465,68.5,100.0,145.0,501.0,73.5,693.9493,45.0,40.0,31.8,40.0,24.275,31.8,55.0,14.5,15.0,9.0,31.4,135.0,49.4,330.0,350.0,16.0,18.0,0.0,0.0,135.0,2.2860303,1.0540383,1.5088553,0.801148,1.0369443,1.0832936,1.9306968,754.0,132.0,754.0,132.0,68.0,692.0,1.0,10.0,0.0,0.0,51.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3137,330.0,399.0,70.0,553.04663,72.5,90.3,35.0,533.5,74.0,655.48676,45.0,40.0,39.0,46.5,26.275,35.0,48.0,17.5,15.0,25.0,34.3,33.5,45.4,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.456749,1.3522589,1.7198536,2.4870179,2.761643,1.5921112,1.2643116,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,41.0,49.0,51.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
81,330.0,445.0,60.0,655.59534,72.0,190.0,45.0,600.0,73.0,713.7281,50.0,40.0,38.0,42.9,22.2,34.2,39.0,18.75,15.0,12.3,32.0,48.9,59.2,330.0,350.0,16.0,18.0,0.0,0.0,135.0,1.8415755,1.1808609,0.9394495,1.2692087,1.6376134,1.374674,0.9193101,686.0,64.0,686.0,64.0,73.0,692.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,760.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2456,200.0,410.0,60.0,584.0147,73.0,117.5,20.0,568.0,74.0,655.731,45.0,40.0,31.8,50.0,22.275,35.0,50.0,14.0,15.0,9.0,23.0,28.0,40.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,3.6837473,1.5421039,1.5194232,1.4357812,2.5035164,1.477754,1.6332052,689.0,67.0,689.0,67.0,68.0,692.0,1.0,10.0,1.0,51.0,68.0,37.0,1.0,1.0,80.0,80.0,290.0,705.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1401,300.0,415.0,74.0,599.90356,72.75,149.7,45.0,550.0,73.25,648.0056,45.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,46.9,32.6,49.8,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.3113623,0.37871808,0.3542451,0.31708512,0.4812249,0.4924266,0.5626823,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,725.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3883,300.0,425.0,70.0,554.2897,71.0,115.7,45.0,490.0,73.0,621.2859,45.0,40.0,31.8,36.5,20.45,31.8,45.0,15.0,15.0,9.0,30.3,48.7,49.3,330.0,350.0,16.0,18.0,1.0,1.0,130.0,3.69705,0.9041372,0.9515422,0.8046635,1.1961505,0.5232472,0.5052616,685.0,63.0,685.0,63.0,68.0,692.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,270.0,650.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
578,350.0,425.5,50.0,578.06714,71.0,140.0,45.0,520.0,73.0,674.0985,45.0,40.0,31.8,34.9,20.0,28.6,45.0,17.8,15.0,8.0,34.4,34.0,57.3,330.0,300.0,16.0,18.0,0.0,0.0,135.0,3.197581,1.2849745,2.273533,0.6947483,1.15595,1.0259613,0.8523942,690.0,106.0,690.0,106.0,68.0,692.0,1.0,9.0,1.0,51.0,153.0,0.0,1.0,1.0,80.0,80.0,298.0,780.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
443,300.0,405.0,70.0,622.77374,73.0,145.0,45.0,531.3,74.0,636.6493,145.0,40.0,61.8,64.9,32.95,51.8,55.0,22.5,15.0,9.0,46.8,65.3,77.7,330.0,350.0,16.0,18.0,0.0,0.0,130.0,4.216754,1.9132849,1.412378,1.9882568,2.9046724,5.517573,3.4435403,650.0,130.0,650.0,130.0,68.0,692.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2682,330.0,405.0,71.0,617.4879,73.0,181.7,45.0,558.4,73.0,639.5316,45.0,40.0,31.7,38.0,18.4,28.6,45.0,14.7,15.0,9.0,39.6,38.4,51.6,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2.4205527,1.851057,1.6589856,0.94998413,1.74865,1.4747837,1.3357921,674.0,52.0,674.0,52.0,68.0,692.0,1.0,10.0,1.0,255.0,255.0,204.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
888,300.0,395.0,75.0,611.7071,74.0,120.6,145.0,528.1,73.0,693.2736,35.0,40.0,35.0,35.0,20.45,35.0,45.0,15.0,15.0,9.0,33.3,49.2,53.9,330.0,300.0,16.0,18.0,0.0,0.0,120.0,0.50864136,0.20457062,0.23273858,0.40294406,0.4183296,0.30001098,0.36255488,736.0,114.0,736.0,114.0,68.0,692.0,1.0,0.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2714,330.0,415.0,60.0,587.6487,73.0,165.0,45.0,520.0,74.0,644.89935,45.0,40.0,35.0,46.0,21.525,35.0,45.0,15.0,15.0,9.0,31.1,50.3,47.3,330.0,350.0,16.0,18.0,1.0,1.0,130.0,4.203112,1.499876,1.5171434,0.9340524,3.1441462,1.3163773,1.1945475,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,2.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,768.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
929,300.0,400.0,30.847775,553.71326,68.752556,115.0,48.0,418.0,69.252556,642.40295,0.0,40.0,36.0,38.0,20.275,31.8,48.0,17.5,15.0,9.0,24.2,43.0,47.4,330.0,300.0,16.0,18.0,0.0,0.0,135.0,1.2079471,0.36135823,0.7102909,0.22903319,0.55271393,0.36575907,0.36243913,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,255.0,255.0,0.0,1.0,1.0,80.0,80.0,260.0,480.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1278,300.0,422.5,64.0,617.8749,71.5,165.0,70.0,580.0,74.0,663.87775,45.0,34.0,31.8,34.9,20.45,31.8,40.0,15.0,15.0,9.0,36.1,53.1,44.2,330.0,300.0,16.0,18.0,0.0,0.0,135.0,1.253891,0.7186109,0.88648194,0.5110373,0.8511601,0.61713666,0.58164537,700.0,78.0,700.0,78.0,68.0,692.0,1.0,0.0,0.0,58.0,98.0,219.0,1.0,1.0,80.0,80.0,278.0,780.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1033,400.0,400.0,45.0,563.86414,73.0,144.7,45.0,567.2,74.0,622.51324,30.0,40.0,26.0,29.0,20.45,29.0,32.0,14.5,15.0,9.0,38.5,37.2,48.8,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.49218,0.8024948,1.5664601,0.32191584,1.259444,0.4308817,0.4305002,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,0.0,102.0,255.0,3.0,3.0,50.0,50.0,278.0,718.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
396,300.0,406.0,70.0,618.783,73.0,171.4,45.0,584.7,73.5,656.42255,45.0,40.0,33.6,36.5,20.45,31.8,45.0,15.0,15.0,9.0,26.4,32.7,43.5,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.576959,0.62576365,0.9603775,0.72142315,0.9117666,0.8761837,1.0166609,674.0,52.0,674.0,52.0,68.0,692.0,1.0,9.0,1.0,255.0,255.0,0.0,1.0,1.0,80.0,80.0,275.0,798.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3427,250.0,530.0,60.0,582.58124,65.0,115.0,10.0,547.1,66.0,664.856,80.0,46.3,25.4,28.6,20.2,28.6,31.4,15.65,14.0,7.0,31.9,12.1,31.7,330.0,350.0,15.0,15.0,1.0,1.0,120.0,2.2525768,1.4981973,1.9889499,1.0834955,2.191376,2.3261583,2.4683359,725.0,90.0,725.0,90.0,90.0,692.0,1.0,2.0,0.0,242.0,242.0,12.0,1.0,1.0,80.0,80.0,295.0,685.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2811,300.0,399.0,70.0,569.30066,73.0,140.0,45.0,577.4,74.0,650.67773,20.0,40.0,31.8,40.9,20.45,31.8,41.3,15.0,15.0,9.0,32.6,47.4,39.2,330.0,350.0,16.0,18.0,1.0,1.0,130.0,0.6699937,0.5184611,0.59330076,0.4926447,0.3466313,0.37155893,0.4749445,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,718.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1210,350.0,395.0,58.0,577.885,74.0,162.8,55.0,620.0,74.5,649.5293,35.0,40.0,35.0,50.0,23.75,35.0,44.0,19.0,15.0,9.0,41.7,37.3,48.0,330.0,300.0,16.0,18.0,0.0,0.0,120.0,1.2949371,0.9125654,0.9079415,0.9400533,0.50497353,0.8062099,1.0387286,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,153.0,153.0,153.0,3.0,1.0,50.0,80.0,278.0,795.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1520,300.0,405.0,50.0,601.92505,73.5,175.3,45.0,516.2,79.0,668.00214,45.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,33.9,50.2,46.4,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.9212509,0.6050221,0.92932016,1.3103253,1.1294222,0.9738938,0.5742209,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,210.0,200.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4472,330.0,410.0,72.0,649.2538,74.0,208.7,175.0,567.0,73.0,670.7633,44.0,40.0,35.9,60.0,20.45,30.2,60.0,18.25,15.0,9.0,33.2,52.9,53.2,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.04484,0.38736162,0.51741976,0.37964767,0.3175958,0.4100647,0.46623057,680.0,58.0,680.0,58.0,68.0,692.0,1.0,10.0,1.0,51.0,0.0,102.0,1.0,1.0,80.0,80.0,298.0,855.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
536,300.0,486.34,76.2,594.0162,65.0,144.0,54.0,457.4,70.0,682.1901,55.0,40.0,31.8,34.9,20.45,30.2,38.1,15.0,15.0,9.0,38.0,51.0,40.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.430685,1.1167097,2.3447256,1.6765623,1.5003282,1.7309128,1.4054196,674.0,115.0,674.0,115.0,68.0,692.0,1.0,7.0,1.0,125.0,168.0,209.0,1.0,1.0,80.0,80.0,285.0,720.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4219,300.0,440.0,72.0,638.21075,72.5,170.0,140.0,575.0,73.5,682.99554,45.0,38.0,40.0,50.0,20.5,40.0,50.0,17.5,20.0,15.0,34.8,47.0,54.4,330.0,360.0,16.0,15.0,0.0,1.0,135.0,1.3337382,0.68479425,0.92051655,0.8747652,1.0743344,0.6541788,0.6495654,690.0,106.0,690.0,106.0,73.0,692.0,1.0,10.0,0.0,0.0,153.0,0.0,1.0,1.0,80.0,80.0,278.0,780.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
959,100.0,410.0,5.0,543.1177,74.0,130.2,45.0,400.0,74.0,661.97455,45.0,40.0,40.0,43.0,20.45,30.2,45.0,15.0,15.0,9.0,30.0,40.0,45.9,330.0,300.0,16.0,18.0,0.0,0.0,110.0,1.8145101,1.3436826,1.3865061,1.6989641,1.7156903,1.9697253,2.270097,736.0,114.0,736.0,114.0,68.0,692.0,1.0,0.0,0.0,51.0,51.0,51.0,1.0,1.0,80.0,80.0,240.0,460.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2776,330.0,413.17,78.0,506.3762,72.0,48.8,50.0,514.6,72.5,625.0599,45.0,40.0,28.6,36.5,20.45,30.2,45.0,15.25,15.0,9.0,28.2,48.6,40.5,330.0,350.0,16.0,18.0,1.0,1.0,130.0,0.9001694,0.35118833,0.5783025,0.2867236,0.6234459,0.3653866,0.3820079,674.0,52.0,674.0,52.0,68.0,692.0,1.0,6.0,1.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,704.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1178,240.0,400.0,68.0,593.28534,73.0,145.3,55.0,539.2,72.5,643.49805,50.0,40.0,38.1,38.1,17.45,34.9,45.0,16.25,15.0,9.0,28.1,49.2,41.0,330.0,300.0,16.0,18.0,0.0,1.0,130.0,3.1306024,1.5357355,1.5228397,2.0001266,1.3652279,1.059962,1.6849734,670.0,48.0,670.0,48.0,68.0,692.0,1.0,8.0,1.0,102.0,51.0,0.0,1.0,1.0,80.0,80.0,278.0,755.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2348,300.0,469.58,80.0,655.7555,71.5,200.0,50.0,540.0,70.0,651.215,50.0,40.0,34.9,34.9,20.45,34.9,45.0,15.0,15.0,9.0,33.1,40.0,49.4,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.4096766,0.40657997,1.4839574,1.1285623,1.8052876,0.6064137,0.5973328,680.0,121.0,680.0,121.0,68.0,692.0,1.0,0.0,0.0,102.0,153.0,0.0,1.0,1.0,80.0,80.0,278.0,762.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
237,300.0,417.0,70.0,627.15045,72.5,200.0,45.0,541.0,73.0,650.331,45.0,40.0,31.8,36.5,20.45,30.2,45.0,15.0,15.0,9.0,33.8,53.2,47.1,330.0,350.0,16.0,18.0,0.0,0.0,130.0,0.61008173,0.5530119,0.32026774,0.41498008,0.5307222,0.34999996,0.3620015,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,768.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
191,300.0,405.0,70.0,603.4821,73.0,155.4,210.0,730.0,73.5,657.1592,45.0,40.0,28.6,35.0,20.45,28.6,38.0,15.0,15.0,9.0,28.9,201.6,42.4,330.0,350.0,16.0,18.0,0.0,0.0,130.0,4.680153,1.4426115,1.7694045,1.4140203,1.7737597,1.6808584,2.0667777,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,780.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1875,300.0,412.0,70.0,605.29913,73.0,170.0,430.0,730.3,73.0,660.17206,45.0,50.0,35.4,56.5,27.525,36.6,55.0,10.5,15.0,10.0,30.2,264.8,66.9,330.0,350.0,16.0,18.0,0.0,0.0,135.0,0.9597384,0.76293045,0.80478406,0.7489441,0.8295975,0.76474714,0.5345086,674.0,52.0,674.0,52.0,90.0,690.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,298.0,789.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3445,60.0,405.0,65.0,541.96454,73.0,110.0,200.0,613.5,74.0,629.7426,45.0,60.0,31.8,50.0,25.025,31.8,50.0,14.0,15.0,9.0,22.0,163.5,36.4,330.0,350.0,16.0,18.0,1.0,1.0,130.0,0.9985354,0.61722064,0.9588602,0.65007716,0.8587282,0.88800895,0.8348642,676.0,54.0,676.0,54.0,68.0,692.0,1.0,10.0,1.0,0.0,255.0,255.0,1.0,1.0,80.0,80.0,275.0,716.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2969,300.0,390.8,52.0,553.8133,74.0,136.0,43.0,575.8,74.5,637.6613,35.0,40.0,36.0,48.0,19.75,35.0,56.0,19.0,15.0,9.0,41.5,35.8,67.8,330.0,300.0,16.0,18.0,0.0,0.0,120.0,0.563327,0.2279029,0.31579426,0.27649006,0.46893945,0.16473955,0.31669226,674.0,52.0,674.0,52.0,68.0,700.0,1.0,0.0,0.0,255.0,255.0,51.0,1.0,1.0,80.0,80.0,275.0,718.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
809,300.0,405.0,65.0,589.5028,73.5,145.0,100.0,515.1,75.5,647.8071,45.0,40.0,31.8,36.5,20.45,30.2,45.0,14.5,15.0,9.0,33.8,49.1,50.2,330.0,300.0,16.0,18.0,0.0,0.0,120.0,2.291919,1.2586216,2.5254865,1.1678847,1.5481904,1.4559711,0.8090145,674.0,52.0,674.0,52.0,68.0,692.0,1.0,0.0,0.0,153.0,0.0,0.0,1.0,1.0,60.0,60.0,278.0,718.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1775,300.0,380.0,20.0,511.28552,71.5,100.0,45.0,314.7,74.0,590.35535,45.0,50.0,30.0,40.0,20.45,30.0,40.0,15.0,15.0,9.0,17.3,39.7,40.6,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.3390894,0.41836548,1.1476698,0.62543136,2.4466958,1.132418,0.8614115,670.0,111.0,670.0,111.0,80.0,692.0,1.0,0.0,0.0,0.0,0.0,255.0,1.0,1.0,80.0,80.0,278.0,390.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1336,270.0,420.0,70.0,536.2539,73.0,69.8,140.0,520.0,75.0,648.72314,45.0,40.0,35.0,60.0,26.275,30.2,45.0,25.0,15.0,9.0,0.0,47.8,57.2,330.0,300.0,16.0,18.0,0.0,0.0,130.0,3.2239218,1.2188158,1.8808379,2.892411,3.122902,3.5168254,1.7504662,674.0,52.0,674.0,52.0,68.0,685.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,80.0,80.0,278.0,718.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3221,330.0,405.0,70.0,556.5439,71.5,111.0,45.0,549.4,74.5,630.6671,45.0,40.0,25.8,28.6,20.45,28.6,28.6,15.0,15.0,9.0,28.4,29.4,38.1,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.8356438,1.3756866,1.0396065,1.4215199,1.4258887,1.2357825,0.86275935,674.0,52.0,674.0,52.0,68.0,692.0,1.0,8.0,1.0,102.0,0.0,0.0,1.0,1.0,80.0,80.0,298.0,700.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
