Model,Framework,Scenario,Problem,Runs,Successes
llama4-maverick,react,onlinemarketplace,sellerRating,1,1
llama4-maverick,react,onlinemarketplace,sortProducts,1,1
llama4-maverick,react,onlinemarketplace,trackOrder,1,0
llama4-maverick,react,onlinemarketplace,updateCartQuantity,1,0
llama4-maverick,react,onlinemarketplace,userNotifications,1,1
llama4-maverick,react,onlinemarketplace,viewBiddingHistory,1,1
llama4-maverick,react,onlinemarketplace,viewCart,1,1
llama4-maverick,react,onlinemarketplace,viewOrderHistory,1,1
llama4-maverick,react,onlinemarketplace,viewProductReviews,1,0
llama4-maverick,react,onlinemarketplace,viewSellerRatings,1,0
llama4-maverick,react,onlinemarketplace,viewWishList,1,1
llama4-maverick,react,onlinemarketplace,winningBidNotification,1,1
llama4-maverick,react,onlinemarketplace,wishListManagement,1,1
llama4-maverick,react,personalfinance,addIncomeSource,1,1
llama4-maverick,react,personalfinance,addNewExpense,1,1
llama4-maverick,react,personalfinance,addRecurringExpense,1,1
llama4-maverick,react,personalfinance,addRecurringIncome,1,1
llama4-maverick,react,personalfinance,assignTagstoExpenses,1,1
llama4-maverick,react,personalfinance,calculateExpense,1,1
llama4-maverick,react,personalfinance,calculateExpensePerCategory,1,1
llama4-maverick,react,personalfinance,calculateIncomeSaving,1,1
llama4-maverick,react,personalfinance,calculateNetBalance,1,0
llama4-maverick,react,personalfinance,calculateRemainingAmount,1,1
llama4-maverick,react,personalfinance,calculateTotalExpenses,1,1
llama4-maverick,react,personalfinance,calculateTotalIncome,1,1
llama4-maverick,react,personalfinance,categorizeExpenses,1,1
llama4-maverick,react,personalfinance,categorizeIcomeSource,1,1
llama4-maverick,react,personalfinance,compareIncomeAgainstGoal,1,1
llama4-maverick,react,personalfinance,deleteExpense,1,1
llama4-maverick,react,personalfinance,deleteFinancialGoal,1,0
llama4-maverick,react,personalfinance,deleteIncomeSource,1,0
llama4-maverick,react,personalfinance,deleteMonthlyBudget,1,1
llama4-maverick,react,personalfinance,deleteRecurringExpense,1,1
llama4-maverick,react,personalfinance,deleteRecurringIncome,1,1
llama4-maverick,react,personalfinance,editExistingExpense,1,0
llama4-maverick,react,personalfinance,editFinancialGoal,1,0
llama4-maverick,react,personalfinance,editIncomeSource,1,0
llama4-maverick,react,personalfinance,editMonthlyBudget,1,1
llama4-maverick,react,personalfinance,editRecurringExpense,1,1
llama4-maverick,react,personalfinance,editRecurringIncome,1,0
llama4-maverick,react,personalfinance,expenseBudgetComparison,1,1
llama4-maverick,react,personalfinance,expenseImport,1,1
llama4-maverick,react,personalfinance,expenseReport,1,0
llama4-maverick,react,personalfinance,expenseSummary,1,1
llama4-maverick,react,personalfinance,expenseTracking,1,1
llama4-maverick,react,personalfinance,exportExpenses,1,1
llama4-maverick,react,personalfinance,exportIncome,1,1
llama4-maverick,react,personalfinance,incomeReport,1,1
llama4-maverick,react,personalfinance,incomeSummary,1,0
llama4-maverick,react,personalfinance,mergeExpenses,1,1
llama4-maverick,react,personalfinance,netBalanceReport,1,0
llama4-maverick,react,personalfinance,netBalanceSummary,1,1
llama4-maverick,react,personalfinance,overBudgetNotification,1,1
llama4-maverick,react,personalfinance,overExpenseNotification,1,1
llama4-maverick,react,personalfinance,predictFutureExpenses,1,1
llama4-maverick,react,personalfinance,predictFutureIncome,1,1
llama4-maverick,react,personalfinance,setFinancialGoal,1,1
llama4-maverick,react,personalfinance,setMonthlyBudget,1,1
llama4-maverick,react,personalfinance,setSavingsTarget,1,1
llama4-maverick,react,personalfinance,splitExpense,1,1
llama4-maverick,react,personalfinance,tagIncomeSources,1,1
llama4-maverick,react,personalfinance,trackFinancialGoal,1,0
llama4-maverick,react,personalfinance,trackIncomeByPaymentMethod,1,1
llama4-maverick,react,petcare,addAllergies,1,0
llama4-maverick,react,petcare,addHealthCheckup,1,1
llama4-maverick,react,petcare,addHealthNotes,1,1
llama4-maverick,react,petcare,addPetMilestones,1,0
llama4-maverick,react,petcare,addPetProfile,1,0
llama4-maverick,react,petcare,addVaccinationRecord,1,0
llama4-maverick,react,petcare,addVetContactInformation,1,0
llama4-maverick,react,petcare,commentOnUpdates,1,1
llama4-maverick,react,petcare,deleteActivityLog,1,1
llama4-maverick,react,petcare,deleteAllergies,1,1
llama4-maverick,react,petcare,deleteAppointmentReminder,1,1
llama4-maverick,react,petcare,deleteCustomReminders,1,1
llama4-maverick,react,petcare,deleteHealthNotes,1,1
llama4-maverick,react,petcare,deleteMedicationReminder,1,1
llama4-maverick,react,petcare,deletePetMilestones,1,1
llama4-maverick,react,petcare,deletePetProfile,1,1
llama4-maverick,react,petcare,deleteTrainingSessionLog,1,1
llama4-maverick,react,petcare,deleteVaccinationRecord,1,1
llama4-maverick,react,petcare,editActivityLog,1,1
llama4-maverick,react,petcare,editAllergies,1,0
llama4-maverick,react,petcare,editAppointmentReminder,1,1
llama4-maverick,react,petcare,editCustomReminders,1,1
llama4-maverick,react,petcare,editHealthCheckup,1,0
llama4-maverick,react,petcare,editHealthNotes,1,0
llama4-maverick,react,petcare,editMedicationReminder,1,1
llama4-maverick,react,petcare,editPetMilestones,1,0
llama4-maverick,react,petcare,editPetProfile,1,0
llama4-maverick,react,petcare,editTrainingSessionLog,1,0
llama4-maverick,react,petcare,editVaccinationRecord,1,0
llama4-maverick,react,petcare,filterActivitiesByType,1,1
llama4-maverick,react,petcare,followAUser,1,1
llama4-maverick,react,petcare,generateHealthReport,1,1
llama4-maverick,react,petcare,likeCommunityUpdates,1,1
llama4-maverick,react,petcare,logDailyActivity,1,1
llama4-maverick,react,petcare,logTrainingSessions,1,1
llama4-maverick,react,petcare,logVaccinationRecord,1,1
llama4-maverick,react,petcare,reportAPost,1,1
llama4-maverick,react,petcare,searchActivityLogs,1,1
llama4-maverick,react,petcare,setAppointmentReminder,1,1
llama4-maverick,react,petcare,setCustomReminders,1,1
llama4-maverick,react,petcare,setMedicationReminder,1,1
llama4-maverick,react,petcare,shareUpdates,1,1
llama4-maverick,react,petcare,trackHealthMetrics,1,1
llama4-maverick,react,petcare,trackSymptoms,1,1
llama4-maverick,react,petcare,viewActivitySummary,1,1
llama4-maverick,react,petcare,viewCommunityUpdates,1,1
llama4-maverick,react,petcare,viewPetMilestones,1,1
llama4-maverick,react,petcare,viewSymptomsLog,1,1
llama4-maverick,react,petcare,viewTrainingSessions,1,1
llama4-maverick,react,petcare,viewUpcomingReminders,1,1
llama4-maverick,react,photogallery,activityFeed,1,1
llama4-maverick,react,photogallery,addPhotoToAlbum,1,1
llama4-maverick,react,photogallery,albumSorting,1,0
llama4-maverick,react,photogallery,albumVisibility,1,1
llama4-maverick,react,photogallery,batchDeletePhotos,1,1
llama4-maverick,react,photogallery,batchTagPhotos,1,1
llama4-maverick,react,photogallery,batchUploadPhotos,1,1
llama4-maverick,react,photogallery,commentOnPhoto,1,1
llama4-maverick,react,photogallery,createAlbum,1,1
llama4-maverick,react,photogallery,deleteAlbum,1,1
llama4-maverick,react,photogallery,deleteComment,1,1
llama4-maverick,react,photogallery,deletePhoto,1,1
llama4-maverick,react,photogallery,downloadAlbum,1,1
llama4-maverick,react,photogallery,downloadPhoto,1,1
llama4-maverick,react,photogallery,duplicatePhotoDetection,1,1
llama4-maverick,react,photogallery,editComment,1,1
llama4-maverick,react,photogallery,editPhotoDetails,1,1
llama4-maverick,react,photogallery,favoritePhoto,1,1
llama4-maverick,react,photogallery,filterPhotosByAlbum,1,1
llama4-maverick,react,photogallery,likePhoto,1,1
llama4-maverick,react,photogallery,notificationSystem,1,1
llama4-maverick,react,photogallery,photoEditingAdjustments,1,1
llama4-maverick,react,photogallery,photoEditingCrop,1,1
llama4-maverick,react,photogallery,photoEditingRotate,1,1
llama4-maverick,react,photogallery,photoGeotagging,1,1
llama4-maverick,react,photogallery,photoMetadataExtraction,1,1
llama4-maverick,react,photogallery,photoResolutionSettings,1,1
llama4-maverick,react,photogallery,photoTagging,1,1
llama4-maverick,react,photogallery,photoUploadLimit,1,0
llama4-maverick,react,photogallery,photoVisibility,1,1
llama4-maverick,react,photogallery,removePhotoFromAlbum,1,1
llama4-maverick,react,photogallery,renameAlbum,1,1
llama4-maverick,react,photogallery,revokeShare,1,1
llama4-maverick,react,photogallery,searchPhotosByDate,1,1
llama4-maverick,react,photogallery,searchPhotosByLocation,1,1
llama4-maverick,react,photogallery,searchPhotosByTag,1,1
llama4-maverick,react,photogallery,shareAlbum,1,1
llama4-maverick,react,photogallery,sharePhoto,1,1
llama4-maverick,react,photogallery,slideshowView,1,0
llama4-maverick,react,photogallery,sortPhotosByDate,1,1
llama4-maverick,react,photogallery,sortPhotosByName,1,1
llama4-maverick,react,photogallery,sortPhotosByTag,1,1
llama4-maverick,react,photogallery,tagRemoval,1,1
llama4-maverick,react,photogallery,unfavoritePhoto,1,1
llama4-maverick,react,photogallery,unlikePhoto,1,1
llama4-maverick,react,photogallery,uploadPhoto,1,1
llama4-maverick,react,photogallery,viewAlbumPhotos,1,1
llama4-maverick,react,photogallery,viewComments,1,1
llama4-maverick,react,photogallery,viewFavoritePhotos,1,1
llama4-maverick,react,photogallery,viewPhotoDetails,1,1
llama4-maverick,react,realestate,addPropertyToListings,1,1
llama4-maverick,react,realestate,calculateMortgagePayments,1,1
llama4-maverick,react,realestate,calculatePropertyValue,1,1
llama4-maverick,react,realestate,compareProperties,1,1
llama4-maverick,react,realestate,contactAgentForViewing,1,1
llama4-maverick,react,realestate,contactPropertyOwner,1,1
llama4-maverick,react,realestate,deletePropertyFromListings,1,1
llama4-maverick,react,realestate,deletePropertyImages,1,0
llama4-maverick,react,realestate,displayCrimeRates,1,1
llama4-maverick,react,realestate,displayNearbyPublicTransport,1,0
llama4-maverick,react,realestate,displayNearbySchools,1,0
llama4-maverick,react,realestate,displayPropertyInvestmentPotential,1,1
llama4-maverick,react,realestate,displayPropertyTaxInformation,1,0
llama4-maverick,react,realestate,displayPropertyUtilitiesInformation,1,0
llama4-maverick,react,realestate,displayWalkabilityScore,1,0
llama4-maverick,react,realestate,editPropertyDetails,1,0
llama4-maverick,react,realestate,filterByAmenities,1,0
llama4-maverick,react,realestate,filterByFurnished,1,1
llama4-maverick,react,realestate,filterByHOAFees,1,0
llama4-maverick,react,realestate,filterByOpenHouses,1,1
llama4-maverick,react,realestate,filterByPetFriendly,1,1
llama4-maverick,react,realestate,filterByPropertyFeatures,1,0
llama4-maverick,react,realestate,filterByPropertyStatus,1,1
llama4-maverick,react,realestate,filterBySquareFootage,1,1
llama4-maverick,react,realestate,filterByYearBuilt,1,0
llama4-maverick,react,realestate,mapIntegration,1,0
llama4-maverick,react,realestate,paginationOfSearchResults,1,0
llama4-maverick,react,realestate,propertyImageGallery,1,0
llama4-maverick,react,realestate,propertyPriceHistory,1,0
llama4-maverick,react,realestate,receivePropertyAlerts,1,0
llama4-maverick,react,realestate,removeFavoriteProperties,1,1
llama4-maverick,react,realestate,retrieveSavedSearches,1,0
llama4-maverick,react,realestate,saveFavoriteProperties,1,1
llama4-maverick,react,realestate,saveSearchCriteria,1,1
llama4-maverick,react,realestate,searchByLocation,1,0
llama4-maverick,react,realestate,searchByMlsNumber,1,1
llama4-maverick,react,realestate,searchByNumberOfBathrooms,1,1
llama4-maverick,react,realestate,searchByNumberOfBedrooms,1,1
llama4-maverick,react,realestate,searchByPriceRange,1,1
llama4-maverick,react,realestate,searchByPropertyOwner,1,0
llama4-maverick,react,realestate,searchByPropertyType,1,1
llama4-maverick,react,realestate,sharePropertyListings,1,1
llama4-maverick,react,realestate,sortByDateListed,1,0
llama4-maverick,react,realestate,sortByPrice,1,0
llama4-maverick,react,realestate,updatePropertyImages,1,0
llama4-maverick,react,realestate,uploadPropertyImages,1,0
llama4-maverick,react,realestate,viewContactFormStatus,1,1
llama4-maverick,react,realestate,viewOpenHouseSchedule,1,1
llama4-maverick,react,realestate,viewPropertyDetails,1,0
llama4-maverick,react,realestate,viewSimilarProperties,1,1
llama4-maverick,react,recipesharing,addCookingTip,1,0
llama4-maverick,react,recipesharing,addIngredientSubstitution,1,0
llama4-maverick,react,recipesharing,addRecipe,1,0
llama4-maverick,react,recipesharing,addRecipeToFavorites,1,1
llama4-maverick,react,recipesharing,bookmarkRecipeSection,1,1
llama4-maverick,react,recipesharing,CalculateRecipeRatings,1,1
llama4-maverick,react,recipesharing,commentOnRecipe,1,1
llama4-maverick,react,recipesharing,deleteIngredientSubstitution,1,0
llama4-maverick,react,recipesharing,deleteRecipe,1,0
llama4-maverick,react,recipesharing,deleteRecipeComment,1,1
llama4-maverick,react,recipesharing,deleteRecipeImage,1,1
llama4-maverick,react,recipesharing,deleteRecipeRating,1,1
llama4-maverick,react,recipesharing,editCookingTip,1,0
llama4-maverick,react,recipesharing,editIngredientSubstitution,1,0
llama4-maverick,react,recipesharing,editRecipe,1,0
llama4-maverick,react,recipesharing,editRecipeComment,1,1
llama4-maverick,react,recipesharing,editRecipeRating,1,1
llama4-maverick,react,recipesharing,editShoppingList,1,0
llama4-maverick,react,recipesharing,filterRecipesByCuisine,1,1
llama4-maverick,react,recipesharing,filterRecipesByDietaryPreferences,1,1
llama4-maverick,react,recipesharing,filterRecipesByIngredient,1,1
llama4-maverick,react,recipesharing,filterRecipesByPreparationTime,1,0
llama4-maverick,react,recipesharing,followUser,1,1
llama4-maverick,react,recipesharing,generateShoppingList,1,0
llama4-maverick,react,recipesharing,likeComment,1,1
llama4-maverick,react,recipesharing,ListFollowedUsers,1,1
llama4-maverick,react,recipesharing,listFollowedUsersRecipes,1,0
llama4-maverick,react,recipesharing,listSavedRecipes,1,1
llama4-maverick,react,recipesharing,listUsersRecipes,1,1
llama4-maverick,react,recipesharing,printRecipe,1,0
llama4-maverick,react,recipesharing,rateRecipe,1,1
llama4-maverick,react,recipesharing,removeRecipeFromFavorites,1,1
llama4-maverick,react,recipesharing,removeSavedRecipe,1,1
llama4-maverick,react,recipesharing,reportComment,1,1
llama4-maverick,react,recipesharing,reportRecipe,1,0
llama4-maverick,react,recipesharing,saveRecipe,1,1
llama4-maverick,react,recipesharing,saveShoppingList,1,1
llama4-maverick,react,recipesharing,searchByCookingTimeRange,1,1
llama4-maverick,react,recipesharing,searchRecipes,1,1
llama4-maverick,react,recipesharing,shareRecipeLink,1,1
llama4-maverick,react,recipesharing,sortRecipesByMostRecent,1,1
llama4-maverick,react,recipesharing,sortRecipesByPopularity,1,0
llama4-maverick,react,recipesharing,sortRecipesByRating,1,0
llama4-maverick,react,recipesharing,unfollowUser,1,1
llama4-maverick,react,recipesharing,unlikeComment,1,1
llama4-maverick,react,recipesharing,uploadRecipeImage,1,0
llama4-maverick,react,recipesharing,validateRecipeFields,1,1
llama4-maverick,react,recipesharing,viewCookingInstructions,1,0
llama4-maverick,react,recipesharing,viewIngredientList,1,0
llama4-maverick,react,recipesharing,viewRecipeDetails,1,0
llama4-maverick,react,socialmedia,commentingOnPosts,1,1
llama4-maverick,react,socialmedia,commentReplies,1,1
llama4-maverick,react,socialmedia,contentArchiving,1,1
llama4-maverick,react,socialmedia,contentFiltering,1,1
llama4-maverick,react,socialmedia,contentRestoration,1,1
llama4-maverick,react,socialmedia,contentSearch,1,1
llama4-maverick,react,socialmedia,coverPhotoUpdate,1,1
llama4-maverick,react,socialmedia,deletingComments,1,1
llama4-maverick,react,socialmedia,editingComments,1,1
llama4-maverick,react,socialmedia,feedCustomization,1,1
llama4-maverick,react,socialmedia,feedManagement,1,1
llama4-maverick,react,socialmedia,feedNotificationSettings,1,0
llama4-maverick,react,socialmedia,feedPostOrdering,1,1
llama4-maverick,react,socialmedia,feedRefresh,1,1
llama4-maverick,react,socialmedia,followingUsers,1,1
llama4-maverick,react,socialmedia,likingPosts,1,1
llama4-maverick,react,socialmedia,notificationForComments,1,1
llama4-maverick,react,socialmedia,notificationForLikes,1,1
llama4-maverick,react,socialmedia,notificationForNewFollowers,1,1
llama4-maverick,react,socialmedia,notificationForNewMessages,1,1
llama4-maverick,react,socialmedia,notificationForPostPins,1,1
llama4-maverick,react,socialmedia,notificationForPostShares,1,1
llama4-maverick,react,socialmedia,notificationForProfileUpdates,1,1
llama4-maverick,react,socialmedia,notificationSettingsUpdate,1,1
llama4-maverick,react,socialmedia,postCreation,1,0
llama4-maverick,react,socialmedia,postDeletion,1,1
llama4-maverick,react,socialmedia,postDraftDeletion,1,1
llama4-maverick,react,socialmedia,postDraftEditing,1,1
llama4-maverick,react,socialmedia,postDraftSaving,1,1
llama4-maverick,react,socialmedia,postEditing,1,1
llama4-maverick,react,socialmedia,postPinning,1,1
llama4-maverick,react,socialmedia,postSharing,1,1
llama4-maverick,react,socialmedia,postUnpinning,1,1
llama4-maverick,react,socialmedia,postVisibility,1,1
llama4-maverick,react,socialmedia,privacySettingsUpdate,1,1
llama4-maverick,react,socialmedia,profileCreation,1,1
llama4-maverick,react,socialmedia,profileDeletion,1,1
llama4-maverick,react,socialmedia,profileEditing,1,1
llama4-maverick,react,socialmedia,profilePictureUpdate,1,1
llama4-maverick,react,socialmedia,profileViewing,1,1
llama4-maverick,react,socialmedia,profileViewingRestrictions,1,1
llama4-maverick,react,socialmedia,taggingUsersInComments,1,1
llama4-maverick,react,socialmedia,taggingUsersInPosts,1,1
llama4-maverick,react,socialmedia,uerActivityLogging,1,1
llama4-maverick,react,socialmedia,unfollowingUsers,1,1
llama4-maverick,react,socialmedia,unlikingPosts,1,0
llama4-maverick,react,socialmedia,userBlocking,1,1
llama4-maverick,react,socialmedia,userMentionNotification,1,1
llama4-maverick,react,socialmedia,userMentionNotificationForComments,1,1
llama4-maverick,react,socialmedia,userUnblocking,1,1
llama4-maverick,react,taskmanagement,addCommentToTask,1,1
llama4-maverick,react,taskmanagement,approveOrRejectTaskReview,1,1
llama4-maverick,react,taskmanagement,assignTaskToProject,1,1
llama4-maverick,react,taskmanagement,assignTaskToUser,1,1
llama4-maverick,react,taskmanagement,attachFileToTask,1,0
llama4-maverick,react,taskmanagement,changeAssignedUser,1,1
llama4-maverick,react,taskmanagement,changeTaskDeadline,1,0
llama4-maverick,react,taskmanagement,cloneTask,1,1
llama4-maverick,react,taskmanagement,compareTime,1,1
llama4-maverick,react,taskmanagement,createSubtask,1,1
llama4-maverick,react,taskmanagement,createTask,1,1
llama4-maverick,react,taskmanagement,customNotificationsForUsers,1,1
llama4-maverick,react,taskmanagement,logTime,1,1
llama4-maverick,react,taskmanagement,projectArchiving,1,1
llama4-maverick,react,taskmanagement,projectAssignment,1,1
llama4-maverick,react,taskmanagement,projectBudgetSetup,1,1
llama4-maverick,react,taskmanagement,projectCreation,1,1
llama4-maverick,react,taskmanagement,projectCustomWorkflows,1,1
llama4-maverick,react,taskmanagement,projectDashboardViewing,1,0
llama4-maverick,react,taskmanagement,projectMilestoneAddition,1,1
llama4-maverick,react,taskmanagement,projectReportGeneration,1,1
llama4-maverick,react,taskmanagement,projectTemplateCreation,1,1
llama4-maverick,react,taskmanagement,recurringTask,1,1
llama4-maverick,react,taskmanagement,removeTaskDependencies,1,1
llama4-maverick,react,taskmanagement,reopenTask,1,1
llama4-maverick,react,taskmanagement,requestTaskReview,1,1
llama4-maverick,react,taskmanagement,setTaskDeadline,1,1
llama4-maverick,react,taskmanagement,setTaskDependencies,1,1
llama4-maverick,react,taskmanagement,setTaskPriority,1,1
llama4-maverick,react,taskmanagement,setUserRoles,1,1
llama4-maverick,react,taskmanagement,stopTaskRecurrence,1,1
llama4-maverick,react,taskmanagement,taskCalendarSync,1,1
llama4-maverick,react,taskmanagement,taskCompletion,1,1
llama4-maverick,react,taskmanagement,taskExportToCsv,1,0
llama4-maverick,react,taskmanagement,taskFilterDueDate,1,1
llama4-maverick,react,taskmanagement,taskFilterStatus,1,0
llama4-maverick,react,taskmanagement,taskFilterUser,1,0
llama4-maverick,react,taskmanagement,taskImportFromCsv,1,1
llama4-maverick,react,taskmanagement,taskPermissions,1,1
llama4-maverick,react,taskmanagement,taskResourcesAllocation,1,1
llama4-maverick,react,taskmanagement,taskSlaManagement,1,1
llama4-maverick,react,taskmanagement,taskSortDueDate,1,0
llama4-maverick,react,taskmanagement,taskSortPriority,1,0
llama4-maverick,react,taskmanagement,taskThirdPartyIntegration,1,1
llama4-maverick,react,taskmanagement,updateTaskProgress,1,1
llama4-maverick,react,taskmanagement,userAvailability,1,1
llama4-maverick,react,taskmanagement,userMentionsInComments,1,1
llama4-maverick,react,taskmanagement,viewProjectProgress,1,1
llama4-maverick,react,taskmanagement,viewTaskHistory,1,1
llama4-maverick,react,taskmanagement,viewUserPerformanceMetrics,1,1
llama4-maverick,react,travelplanning,addCustomEvents,1,1
llama4-maverick,react,travelplanning,addFlightsToItinerary,1,1
llama4-maverick,react,travelplanning,addHotelsToItinerary,1,1
llama4-maverick,react,travelplanning,applyFlightDiscount,1,0
llama4-maverick,react,travelplanning,applyHotelDiscount,1,1
llama4-maverick,react,travelplanning,applyLoyaltyPoints,1,1
llama4-maverick,react,travelplanning,calculateFlightCost,1,1
llama4-maverick,react,travelplanning,calculateHotelCost,1,1
llama4-maverick,react,travelplanning,calculateItineraryCost,1,0
llama4-maverick,react,travelplanning,cancelFlightBooking,1,1
llama4-maverick,react,travelplanning,cancelHotelBooking,1,1
llama4-maverick,react,travelplanning,checkRoomAvailability,1,1
llama4-maverick,react,travelplanning,checkSeatAvailability,1,1
llama4-maverick,react,travelplanning,customerSupport,1,1
llama4-maverick,react,travelplanning,filterFlights,1,1
llama4-maverick,react,travelplanning,filterHotels,1,1
llama4-maverick,react,travelplanning,flightSearchAndBooking,1,0
llama4-maverick,react,travelplanning,handleBookingModifications,1,1
llama4-maverick,react,travelplanning,multipleUserProfiles,1,1
llama4-maverick,react,travelplanning,notifyTravelAdvisories,1,0
llama4-maverick,react,travelplanning,offerLoyaltyProgramBenefits,1,1
llama4-maverick,react,travelplanning,offerTravelTips,1,0
llama4-maverick,react,travelplanning,optimizeItinerary,1,1
llama4-maverick,react,travelplanning,priceComparison,1,1
llama4-maverick,react,travelplanning,provideDestinationRecommendations,1,0
llama4-maverick,react,travelplanning,provideWeatherForecasts,1,0
llama4-maverick,react,travelplanning,recommendPackingLists,1,0
llama4-maverick,react,travelplanning,recommendRestaurants,1,1
llama4-maverick,react,travelplanning,recommendTransportationOptions,1,0
llama4-maverick,react,travelplanning,removeItemsFromItinerary,1,0
llama4-maverick,react,travelplanning,retrieveBookingHistory,1,1
llama4-maverick,react,travelplanning,retrieveRecentFlightSearches,1,1
llama4-maverick,react,travelplanning,retrieveRecentHotelSearches,1,1
llama4-maverick,react,travelplanning,saveAndRetrieveItineraries,1,1
llama4-maverick,react,travelplanning,savePreferredFlights,1,1
llama4-maverick,react,travelplanning,savePreferredHotels,1,1
llama4-maverick,react,travelplanning,searchHotels,1,1
llama4-maverick,react,travelplanning,sendItineraryUpdates,1,1
llama4-maverick,react,travelplanning,shareItinerary,1,1
llama4-maverick,react,travelplanning,sortFlights,1,1
llama4-maverick,react,travelplanning,sortHotels,1,1
llama4-maverick,react,travelplanning,suggestActivities,1,0
llama4-maverick,react,travelplanning,suggestTravelInsurance,1,1
llama4-maverick,react,travelplanning,trackBookingStatus,1,0
llama4-maverick,react,travelplanning,userPreferences,1,1
llama4-maverick,react,travelplanning,validateFlightDetails,1,1
llama4-maverick,react,travelplanning,validateHotelDetails,1,1
llama4-maverick,react,travelplanning,validateItineraryConflicts,1,1
llama4-maverick,react,travelplanning,validatePaymentInformation,1,1
llama4-maverick,react,travelplanning,validateUserInput,1,1
llama4-maverick,react,weather,fetch48hourForecast,1,1
llama4-maverick,react,weather,fetchAirQualityAlerts,1,0
llama4-maverick,react,weather,fetchBlizzardWarnings,1,0
llama4-maverick,react,weather,fetchCurrentAirQualityIndex,1,0
llama4-maverick,react,weather,fetchCurrentCloudCover,1,1
llama4-maverick,react,weather,fetchCurrentDewPoint,1,0
llama4-maverick,react,weather,fetchCurrentHumidity,1,0
llama4-maverick,react,weather,fetchCurrentPressure,1,1
llama4-maverick,react,weather,fetchCurrentTemperature,1,0
llama4-maverick,react,weather,fetchCurrentUVIndex,1,0
llama4-maverick,react,weather,fetchCurrentVisibility,1,1
llama4-maverick,react,weather,fetchCurrentWeatherDescription,1,0
llama4-maverick,react,weather,fetchCurrentWindSpeed,1,0
llama4-maverick,react,weather,fetchDailyForecast,1,1
llama4-maverick,react,weather,fetchExtremeHeatWarnings,1,0
llama4-maverick,react,weather,fetchFloodWarnings,1,0
llama4-maverick,react,weather,fetchFortnightlyForecast,1,1
llama4-maverick,react,weather,fetchHourlyForecast,1,1
llama4-maverick,react,weather,fetchHurricaneWarnings,1,0
llama4-maverick,react,weather,fetchLongtermSeasonalForecast,1,1
llama4-maverick,react,weather,fetchMonthlyForecast,1,1
llama4-maverick,react,weather,fetchNextDayForecast,1,1
llama4-maverick,react,weather,fetchSevereThunderstormWarnings,1,0
llama4-maverick,react,weather,fetchSevereWeatherAlerts,1,1
llama4-maverick,react,weather,fetchShorttermForecast,1,1
llama4-maverick,react,weather,fetchTornadoWarnings,1,0
llama4-maverick,react,weather,fetchTsunamiWarnings,1,0
llama4-maverick,react,weather,fetchWeatherByCityName,1,1
llama4-maverick,react,weather,fetchWeatherByCountry,1,1
llama4-maverick,react,weather,fetchWeatherByGPSCoordinates,1,1
llama4-maverick,react,weather,fetchWeatherByRegion,1,1
llama4-maverick,react,weather,fetchWeatherByZIPCode,1,1
llama4-maverick,react,weather,fetchWeatherForCustomLocations,1,1
llama4-maverick,react,weather,fetchWeatherForFavoriteLocations,1,1
llama4-maverick,react,weather,fetchWeatherForMultipleLocations,1,1
llama4-maverick,react,weather,fetchWeatherForSpecificLandmark,1,1
llama4-maverick,react,weather,fetchWeatherForUsersCurrentLocation,1,1
llama4-maverick,react,weather,fetchWeekendForecast,1,1
llama4-maverick,react,weather,fetchWeeklyForecast,1,1
llama4-maverick,react,weather,fetchWildfireAlerts,1,0
llama4-maverick,react,weather,storeUserAirQualityIndexPreference,1,1
llama4-maverick,react,weather,storeUserForecastUpdateIntervalPreference,1,1
llama4-maverick,react,weather,storeUserLanguagePreference,1,1
llama4-maverick,react,weather,storeUserLocationPreference,1,1
llama4-maverick,react,weather,storeUserNotificationSettings,1,1
llama4-maverick,react,weather,storeUserSevereWeatherAlertPreference,1,1
llama4-maverick,react,weather,storeUserTemperatureUnitPreference,1,1
llama4-maverick,react,weather,storeUserThemePreference,1,1
llama4-maverick,react,weather,storeUserUVIndexPreference,1,1
llama4-maverick,react,weather,storeUserWindSpeedUnitPreference,1,1
mistral-large-2,react,blogging,addAltTextToImage,10,10
mistral-large-2,react,blogging,addCanonicalUrl,10,10
mistral-large-2,react,blogging,addComment,10,10
mistral-large-2,react,blogging,addMetaDescription,10,10
mistral-large-2,react,blogging,addMetaKeywords,10,10
mistral-large-2,react,blogging,addMetaTitle,10,10
mistral-large-2,react,blogging,addSitemap,10,10
mistral-large-2,react,blogging,addStructuredData,10,10
mistral-large-2,react,blogging,analyzeCommentSentiment,10,0
mistral-large-2,react,blogging,analyzeKeywordDensity,10,10
mistral-large-2,react,blogging,analyzeReaderEngagement,10,0
mistral-large-2,react,blogging,approveRejectComments,10,10
mistral-large-2,react,blogging,assignPostToCategory,10,10
mistral-large-2,react,blogging,assignTagsToPost,10,10
mistral-large-2,react,blogging,checkForBrokenLinks,10,10
mistral-large-2,react,blogging,createBlogPost,10,10
mistral-large-2,react,blogging,createCategory,10,10
mistral-large-2,react,blogging,createTag,10,8
mistral-large-2,react,blogging,deleteBlogPost,10,10
mistral-large-2,react,blogging,deleteCategory,10,10
mistral-large-2,react,blogging,deleteComment,10,10
mistral-large-2,react,blogging,deleteTag,10,10
mistral-large-2,react,blogging,dislikeComment,10,10
mistral-large-2,react,blogging,draftBlogPost,10,10
