id,main-event,location,zone,light-conditions,weather-conditions,vehicles-density
clgr0wqcp3veo075shjkt534y,near-collision,main-road,rural,daylight,clear-sky,low
clgr0wzm68k5a07a95c4p5228,near-collision,highway,unknown,daylight,clear-sky,high
clgr0wzm68std077t7mytc5ws,collision,highway,unknown,daylight,clear-sky,high
clgr0wzm73qdl076l8wld03hj,near-collision,main-road,suburbs,night,clear-sky,low
clgr0wzm77chq07araw8b8nz2,collision,parking-lot,urban,night,clear-sky,medium
clgr0wzm78sv9077t58ng5w9j,near-collision,highway,suburbs,daylight,clear-sky,medium
cljewzo2412ty076t4pev64wg,near-collision,main-road,urban,daylight,cloudy,high
cljewzo2512wm076th7gldj5y,near-collision,highway,unknown,daylight,clear-sky,high
cljewzoi41ru0072n3kjw0hr9,near-collision,highway,urban,daylight,cloudy,high
cljewzoi91s4w072n4knn15vh,near-collision,main-road,urban,daylight,clear-sky,high
cljewzoib1sa4072nbpny6gaa,collision,highway,rural,daylight,cloudy,high
cljewzoi21rnw072neylq4fom,near-collision,main-road,urban,night,clear-sky,high
clgr0un3y7kfu07a90bumbxt2,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8r33cnq07967ach0dzo,near-collision,highway,urban,daylight,clear-sky,high
clgr0u8r07abq0786gxh7h0bd,near-collision,main-road,urban,daylight,cloudy,high
cljex08nc18bc073wak0md02i,near-collision,main-road,urban,night,cloudy,low
cljex08nd2a9g0770ew8t60oj,collision,main-road,urban,night,clear-sky,low
clgr0wzly122n078ahl048srr,near-collision,parking-lot,urban,daylight,clear-sky,low
clgr0wzly2n800791dh3ncuen,near-collision,main-road,urban,daylight,clear-sky,low
clgr0wzly67yq078s2e4x1klo,near-collision,main-road,urban,night,clear-sky,low
clgr0wzlz124f078a8s7917w0,near-collision,main-road,suburbs,night,clear-sky,high
clgr0wzlz1263078adplmeayl,near-collision,highway,urban,twilight,clear-sky,high
clgr0wzlz1267078aa5pdfv57,near-collision,parking-lot,urban,daylight,clear-sky,low
clgr0wzlz4nya0796ajlmh7co,near-collision,highway,urban,daylight,clear-sky,high
clgr0wzlz4u0r078hb1439z38,near-collision,parking-lot,suburbs,daylight,clear-sky,low
clgr0wzlz680m078s5ycrcpb3,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0w31a8hmx077t41yo1249,near-collision,main-road,suburbs,daylight,cloudy,high
clgr0w31a8hm1077tg9t776ox,near-collision,highway,urban,daylight,clear-sky,high
clgr0w31b0ov3079041dlfikg,near-collision,main-road,suburbs,twilight,cloudy,low
clgr0vkik0boy078v7l8h7l7j,near-collision,main-road,suburbs,daylight,cloudy,high
clgr0vkik0bpy078v0hg45sef,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0v06645ij078h3qjbekly,collision,main-road,urban,daylight,cloudy,high
clgr0v06745lf078heo6l644a,near-collision,main-road,urban,daylight,clear-sky,high
clgr0v06a1vv00791ekbo0uag,near-collision,highway,unknown,daylight,clear-sky,high
clgr0v0665g2m078s1x01a70n,near-collision,main-road,urban,daylight,clear-sky,high
clgr0un2m81zh077t9lvpd7of,near-collision,main-road,unknown,daylight,clear-sky,low
clgr0un2n3kb20796amrk83sd,collision,main-road,urban,daylight,clear-sky,high
clgr0un2o3sej078hakwy9hg2,near-collision,main-road,urban,daylight,clear-sky,high
clgr0un2o52xu078sc3q6hls6,collision,main-road,urban,daylight,clear-sky,low
clgr0umzq509i078sbokmg0wh,near-collision,main-road,urban,daylight,cloudy,high
clgr0umzr7z99077tb4fpddwt,near-collision,highway,suburbs,daylight,cloudy,high
clgr0umzr2lfv076l6use6wc7,collision,highway,urban,daylight,clear-sky,low
clgr0umzs09c7078och3bhpve,near-collision,main-road,urban,daylight,clear-sky,high
clgr0umzr0tle07757tjg1k72,near-collision,highway,rural,night,clear-sky,high
clgr0v02b3sby079623vv5ryg,near-collision,main-road,rural,daylight,clear-sky,high
clgr0v02b6fzq07ar3pda5hqk,near-collision,main-road,urban,night,clear-sky,high
clgr0v02b7zyy076za06z3mkf,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0v02c802y076zajpohhoa,collision,highway,urban,night,clear-sky,medium
clgr0v02d41d7078h073370up,collision,highway,urban,night,clear-sky,high
clgr0v02d5com078s76cq52mq,near-collision,main-road,rural,daylight,clear-sky,high
clgr0v02c38bk075sclub59ue,near-collision,parking-lot,urban,daylight,clear-sky,medium
clgr0v02d3sgi0796fj8kehg4,near-collision,main-road,urban,daylight,cloudy,high
clgr0v02d41db078hdzh2b3vh,near-collision,main-road,urban,night,clear-sky,high
clgr0v02c31pm078p9i6f725x,collision,main-road,suburbs,daylight,clear-sky,medium
clgr0u8qo2sdc075s1ame5gme,near-collision,highway,unknown,daylight,clear-sky,high
cljewyz082okb077a8539cdxq,near-collision,main-road,urban,night,rain,medium
cljewyz092dfw075qg2op843w,near-collision,main-road,urban,night,clear-sky,high
cljewyz0a12gb075x2ln6btws,near-collision,main-road,urban,night,clear-sky,high
cljewyz0a138h075004hl7j7g,near-collision,main-road,urban,daylight,clear-sky,low
cljewyz092dh0075qfc0cc3f7,collision,main-road,suburbs,night,cloudy,low
clgr0wqc13u8g075s7ay09t93,near-collision,highway,rural,daylight,clear-sky,medium
clgr0wqc28b7a07a9gd99alkv,near-collision,highway,unknown,daylight,clear-sky,medium
clgr0wqc28fju07861yov3jru,near-collision,main-road,unknown,daylight,clear-sky,low
clgr0xbb493eq076zcw5u0s4l,near-collision,main-road,urban,night,clear-sky,low
clgr0xbb51tj607aa7ppt6h9b,collision,main-road,urban,daylight,clear-sky,high
clgr0xbb51tju07aa13pc5hga,near-collision,main-road,urban,night,clear-sky,low
clgr0xbb52t0c079186708krg,collision,main-road,urban,daylight,cloudy,medium
clgr0xbb52t0g07918o6uemxc,near-collision,highway,urban,night,clear-sky,high
clgr0xbb548pc075s15fwa8a3,near-collision,main-road,urban,daylight,rain,medium
clgr0xbb54u1q07960ws7dr88,near-collision,main-road,urban,night,clear-sky,medium
clgr0xbb57hb207ar8qsp4dpg,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xbb58pci07a9hwjrgiuv,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xbb58yed077tagyrcgk7,collision,main-road,urban,daylight,clear-sky,high
clgr0xbb593ge076z8qgmhss2,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xbb619kv078a0avuhp4f,near-collision,main-road,urban,night,clear-sky,high
clgr0xbb61tm607aa8g666x34,near-collision,main-road,unknown,night,clear-sky,high
clgr0xbb61tma07aa9yoq1vkq,near-collision,main-road,urban,night,clear-sky,high
clgr0xbb64u3u07968cw0agc9,near-collision,main-road,urban,twilight,clear-sky,low
clgr0xbb67hdi07ar9g4kau3r,near-collision,highway,urban,night,clear-sky,low
clgr0xbb493da076z1tkf653z,near-collision,main-road,urban,night,cloudy,high
clgr0xbb51m7a07752gabfyfd,collision,highway,urban,night,cloudy,low
clgr0xbb51m7e07756dln3ank,collision,main-road,urban,daylight,clear-sky,high
clgr0xbb51tj207aabqc9emqd,near-collision,main-road,urban,night,rain,medium
clgr0xbb52szc079147235n5o,near-collision,highway,unknown,daylight,clear-sky,high
clgr0xbb57hbu07ar9usu2htq,near-collision,main-road,urban,night,clear-sky,high
clgr0xbb68pei07a90up7af5z,near-collision,main-road,urban,night,clear-sky,high
clgr0xbb68yf5077tave8h6z5,near-collision,alley,suburbs,daylight,cloudy,high
clgr0xbb648ro075s8w7shwnx,collision,main-road,urban,night,rain,high
clgr0umyt2x0g075s6zm8gaeo,near-collision,highway,unknown,daylight,clear-sky,high
clgr0umyv04kq078v70knhip2,near-collision,highway,urban,night,clear-sky,low
clgr0umyv7g0y0786gfoi4s4c,near-collision,highway,unknown,daylight,clear-sky,high
clgr0umyv2x3o075s36uo75kc,near-collision,main-road,rural,daylight,clear-sky,low
clgr0umyw04n2078v52xbfqt2,near-collision,highway,urban,daylight,clear-sky,low
clgr0xb9h6cjq078s4wrj01u3,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xb9i8y67086s3qt70fit,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xb9j6cny078s9drxchof,near-collision,main-road,urban,night,clear-sky,medium
clgr0xb9k6csq078sb69l1zhd,near-collision,main-road,urban,daylight,cloudy,low
clgr0xb9h4ypj078h3v2r2e3q,near-collision,main-road,suburbs,night,clear-sky,high
clgr0xb9h8y3j086sf3nn99vq,near-collision,main-road,urban,night,clear-sky,low
clgr0xb9h8y43086sbrcrfib1,near-collision,main-road,urban,daylight,cloudy,high
clgr0xb9k46ns075s8gg07717,near-collision,main-road,urban,night,clear-sky,medium
clgr0xb9k6cs2078s96nlauj3,near-collision,main-road,urban,daylight,cloudy,high
clgr0xb9l41ky078p4f0c5fkz,near-collision,main-road,urban,night,clear-sky,low
clgr0xb9l6cti078scwpe0im9,near-collision,alley,urban,night,clear-sky,high
clgr0xb9i8y4n086sh3rqhzqt,near-collision,main-road,urban,night,rain,medium
clgr0xb9j8y9j086s250v7mjy,collision,highway,urban,night,clear-sky,high
clgr0uzyo3p520796bpudbk19,near-collision,highway,suburbs,daylight,clear-sky,medium
clgr0uzyo3yqf078h7ei44vb9,near-collision,main-road,unknown,daylight,clear-sky,low
clgr0uzyo59c6078seecob8to,near-collision,main-road,urban,night,clear-sky,high
clgr0uzyp3yr7078hey0z4ght,collision,main-road,suburbs,daylight,cloudy,low
clgr0uzyq59hm078scxih7rtx,near-collision,highway,urban,daylight,clear-sky,high
clgr0uzyr3yw3078hf6sn71mt,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0uzyp59f6078sbgfrhlon,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0uzyp7oce07a9949a38kg,near-collision,alley,suburbs,night,clear-sky,low
clgr0uzys2u4t076l2f287kcr,near-collision,highway,urban,daylight,cloudy,high
clgr0xbcq8sze07864t7y76yg,collision,alley,suburbs,daylight,clear-sky,low
clgr0xbcq91qr086sdm140fnz,near-collision,main-road,urban,twilight,rain,medium
clgr0xbcr1oye07759l8p9mg3,near-collision,highway,urban,night,clear-sky,low
clgr0xbcr40t1076l2qm007e8,near-collision,main-road,suburbs,night,clear-sky,medium
clgr0xbcr4x7u07962hw12iqq,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0xbcr52fb078h2dds91in,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xbcr52fv078h0ve05pp9,collision,main-road,urban,night,rain,high
clgr0xbcs2wm407919ba03o1g,near-collision,main-road,urban,night,clear-sky,high
clgr0xbcr4b5o075s9sufeald,near-collision,main-road,unknown,daylight,clear-sky,low
clgr0xbcr8szy0786an733u4u,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0xbcr91s7086sdvywgbkn,near-collision,alley,urban,daylight,clear-sky,high
clgr0xbcr91sn086sh8k168yb,near-collision,highway,unknown,night,clear-sky,high
clgr0xbcs1ozi07758icd296c,near-collision,main-road,urban,night,clear-sky,high
clgr0xbcs1p160775fuw86hei,near-collision,highway,urban,daylight,clear-sky,high
clgr0xbcs1p1e0775gmfb9q25,collision,main-road,urban,night,clear-sky,high
clgr0xbcs52gv078h3o3pa6kr,near-collision,main-road,urban,daylight,cloudy,medium
clgr0xbcs6hhi078sb4dbfqjj,near-collision,main-road,urban,daylight,clear-sky,low
clgr0xbcs4x9q0796170r5nmr,collision,main-road,urban,night,clear-sky,high
clgr0xbcs91vf086sfflf0l5u,collision,main-road,urban,night,clear-sky,high
clgr0yhmp9rwu076z3z2x0qln,near-collision,main-road,urban,night,cloudy,high
clgr0yhmq19db079079h9gyub,near-collision,highway,urban,night,clear-sky,high
clgr0yhmq4yo8075sf986gg2j,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhmq4yog075sgh3w9c5u,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmq4ypc075s9hqaghrc,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmq5pw7078hh5d7cjd3,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmq5pwr078h0hl54nin,near-collision,highway,suburbs,twilight,clear-sky,medium
clgr0yhmq5pwv078h15zo04o0,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0yhmq5pwz078h01gva11f,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhmq5pxf078hhhrt69xo,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0yhmq5pxj078hhs314u4x,near-collision,main-road,urban,twilight,clear-sky,high
clgr0yhmq86xu07arhms9bj3q,near-collision,main-road,urban,night,clear-sky,low
clgr0yhmr4lox076lg2e5cfi6,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhmr4lp5076l7nw7ehtv,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmr4lq1076lbtl4f2lo,near-collision,main-road,urban,night,clear-sky,low
clgr0yhmr4lr1076lg9yy8jhc,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhmr5jha079657xn13m0,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmr5jhi079601pg6pu2,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmr870607ar6drl3k3t,near-collision,main-road,urban,night,cloudy,high
clgr0yhmr9s1u076zfggf1w93,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhmr9t4p086s5jxda8zr,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhmr9t4x086s1ty0fdxu,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhmr9t5l086s2pc4319p,near-collision,highway,rural,daylight,clear-sky,high
clgr0yhms4lrx076l7ngcbpuj,near-collision,main-road,urban,daylight,cloudy,high
clgr0yhmq4yok075sbeondpsw,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmr870y07ar761q96el,near-collision,main-road,urban,night,clear-sky,high
clgr0yhms4lrp076lgj2qbofr,collision,alley,suburbs,daylight,cloudy,high
clgr0yhms4ls1076lb715bq9l,near-collision,main-road,urban,night,clear-sky,high
clgr0yhms4yr0075s17o55rms,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhms5ji20796c8w3889k,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhms872207arhl8o51yk,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhms872607arcblzha6d,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhms872u07ar139wd4l0,near-collision,main-road,urban,night,rain,high
clgr0yhms873u07arfjo317x0,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0u8su32ze076o1ct9303w,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8sw3fqy0796bjz6bqc1,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8sx7chi0786dnsjhalc,near-collision,main-road,urban,daylight,cloudy,high
clgr0u8sx7ch207869rzj4ppv,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8sy3gn7078h9cef4tnw,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0u8sw335a076o5ra2gkmy,near-collision,main-road,urban,night,clear-sky,high
cljewyyz510qb075x58o91kn7,near-collision,main-road,urban,night,clear-sky,low
cljewyyz5248m0747gzoogick,near-collision,main-road,urban,daylight,clear-sky,high
cljewyyz32m6r077a0echaz54,near-collision,main-road,urban,daylight,clear-sky,medium
cljewyyz61s57076z8li6d2qj,collision,main-road,urban,daylight,cloudy,high
cljewyyz71s77076z17kl3qy2,near-collision,main-road,urban,daylight,clear-sky,high
clgr0un3t0aoz078ah51yhxub,near-collision,main-road,urban,daylight,cloudy,high
clgr0yhms9s5q076zhc0jgqxj,near-collision,highway,unknown,night,clear-sky,medium
clgr0yhms9t81086sazj1fmwx,near-collision,main-road,urban,twilight,clear-sky,high
clgr0yhmt19in07908u8x97vv,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmt3ibc07914sdj2qnk,near-collision,highway,suburbs,night,cloudy,medium
clgr0yhmt3ibo079196pz9evb,near-collision,main-road,urban,night,clear-sky,low
clgr0yhmt4lvt076lawbf57io,near-collision,main-road,urban,night,cloudy,high
clgr0yhmt5jkq079673gwcd5g,near-collision,highway,unknown,twilight,clear-sky,high
clgr0yhmt876a07arhn6a3tgo,collision,main-road,urban,night,clear-sky,high
clgr0yhmt9s66076z6tz8dtgw,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhmu1na7078a22uj3dmj,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhmu3ics07919kvjeuqi,near-collision,main-road,urban,twilight,clear-sky,high
clgr0yhmu4yuk075s12eo7phe,near-collision,highway,urban,night,clear-sky,medium
clgr0yhmu4yus075sfh7j5a1y,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmu5jmu07964knpaegt,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhmu5jnm0796cdgy5hte,near-collision,highway,urban,night,clear-sky,high
clgr0yhmu5jnu0796632b3n3q,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhmu877i07ar4kre65n6,near-collision,main-road,suburbs,twilight,clear-sky,low
clgr0yhmu877m07ar8vbm481o,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhmu877u07ar8oqkf127,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0yhmu9s9e076z38d7c2nk,near-collision,main-road,urban,night,clear-sky,low
clgr0yhmu9td5086sfbpvb3jn,near-collision,main-road,urban,daylight,cloudy,high
clgr0yhmv19m7079080z1b0xw,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0yhmv19ln0790fzcn18lc,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmv19m307901g4wgj0s,near-collision,main-road,urban,daylight,cloudy,high
clgr0yhmv3igs0791gkkghmvm,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmv4lyx076lffxq1n0w,collision,main-road,urban,night,clear-sky,high
clgr0yhmv4yvo075sd19j5a6m,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmv4yvs075s9iw4f843,near-collision,main-road,suburbs,night,clear-sky,high
clgr0wqdx8qpp077tbcwp86mn,collision,main-road,urban,daylight,clear-sky,medium
clgr0wqdz8qtd077t8q3sbbve,near-collision,main-road,urban,daylight,clear-sky,high
cljex08l2f7ro074687kg4hcc,collision,main-road,urban,night,clear-sky,low
cljex08l31tzo077efuhi22nu,collision,main-road,urban,night,clear-sky,low
cljex08l12igs075q587j3z8r,near-collision,highway,urban,daylight,clear-sky,high
cljex08l4f7us07467jmxa31g,near-collision,main-road,suburbs,daylight,clear-sky,medium
clgr0vkl488c2076z3obq5sdz,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkl53cwe078pc53d9i67,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0vkl70mwv078a9vu479zk,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkl740ca0796gxsxcill,near-collision,parking-lot,urban,daylight,clear-sky,medium
clgr0vkl60mvb078aba4ig4j7,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0vkl66n7u07ar1ce4f7kp,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkl68d8p077t6ebjhwtx,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0vkl73d2e078phz9j6do6,near-collision,parking-lot,urban,daylight,clear-sky,low
cljewyywg1r9b076zaeaohw3c,collision,main-road,urban,daylight,cloudy,high
cljewyywh0zz7075xgpvy2ube,near-collision,main-road,urban,night,clear-sky,high
cljewyywh1tjv077ccjb32di4,collision,main-road,suburbs,daylight,cloudy,high
cljewyywi100f075x432dczlz,near-collision,main-road,urban,daylight,cloudy,medium
cljewyywi116h0750d745h4pu,near-collision,highway,suburbs,night,clear-sky,medium
clgr0u93j3j47078hensw7l63,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0u9371bw007915svgbk8k,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkkw3ske076o6plb6jvz,near-collision,main-road,urban,daylight,cloudy,high
clgr0vkkw3zka0796h48w6w67,near-collision,main-road,urban,daylight,clear-sky,low
clgr0vkkw87se076zh08t2uok,near-collision,main-road,rural,daylight,clear-sky,medium
clgr0vkkx3zn207962xxxdvvj,near-collision,main-road,rural,daylight,clear-sky,medium
clgr0vkkx6mp207ar5quk8sty,near-collision,main-road,urban,daylight,clear-sky,low
clgr0vkky3zq60796hv31estq,near-collision,main-road,urban,daylight,clear-sky,high
clgr0vkkw6mne07ar7mju70i0,near-collision,main-road,urban,daylight,clear-sky,medium
clgr0vkkx8cmt077tgzxnczbz,near-collision,highway,urban,night,clear-sky,medium
clgr0vkky3zpy07961grwgtgg,near-collision,main-road,urban,night,clear-sky,high
clgr0vkky6mru07arg5evcgq9,collision,main-road,urban,night,clear-sky,high
cljex08mv1zkv076z4qeu006g,near-collision,main-road,urban,night,clear-sky,high
clgr0xb728wpj086sb8wr69a5,near-collision,main-road,urban,night,clear-sky,medium
clgr0xb732p6o0791dq470euq,near-collision,main-road,urban,daylight,cloudy,low
clgr0xb732p7c07911a919p0o,collision,main-road,urban,twilight,clear-sky,high
clgr0xb73402e078paty7gkga,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb734whj078h6wdm7eft,near-collision,main-road,urban,night,clear-sky,high
clgr0xb743syl076lex22hf20,near-collision,main-road,urban,night,clear-sky,low
clgr0xb744wjv078hh0hs4h69,near-collision,highway,urban,daylight,clear-sky,medium
clgr0xb748wtz086sgsxv2bkk,near-collision,main-road,urban,night,rain,high
clgr0xb75405e078p6hprhrqz,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb724wdv078h190ae2dl,near-collision,main-road,urban,night,clear-sky,high
clgr0xb728won086s0rth6nny,near-collision,main-road,urban,daylight,cloudy,high
clgr0xb730qqj078obdj02fox,near-collision,main-road,urban,night,clear-sky,medium
clgr0xb742p940791c2ka1xbf,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb746ary078s7fcb7ndl,collision,main-road,urban,night,rain,medium
clgr0xb724wg3078h3wn57lpq,near-collision,main-road,urban,night,clear-sky,high
clgr0xb743sxd076la7ibhz5p,near-collision,main-road,urban,night,clear-sky,high
clgr0xb75405i078pd0o387ta,near-collision,main-road,urban,daylight,clear-sky,high
clgr0xb75405u078pd6zc289e,collision,main-road,urban,night,rain,high
clgr0xb75406m078p1m7823gl,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhmj4l79076l2pn56m8u,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmj5ixy0796h084acjw,collision,main-road,rural,daylight,clear-sky,high
clgr0yhmj5iya0796hrk3ccsv,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhmj5pdj078harua1ge9,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmj86gy07ar15yh4p2r,near-collision,highway,urban,twilight,clear-sky,high
clgr0yhmj86ha07arf3xnbr9j,near-collision,main-road,urban,night,rain,high
clgr0yhmj86hu07arf5yv9wp4,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmj9sm5086shlnl96xt,near-collision,main-road,urban,daylight,rain,high
clgr0yhmk4l8t076lhh1bg4cc,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmk4l9h076l34479usf,near-collision,highway,urban,night,clear-sky,high
clgr0yhmk4l9l076l1n8l6mxo,near-collision,main-road,urban,night,clear-sky,low
clgr0yhmk4l9t076lg2n717o7,near-collision,highway,urban,twilight,cloudy,low
clgr0yhmk5izy0796d8i62v3v,near-collision,main-road,urban,daylight,clear-sky,low
clgr0yhmk4yfc075serpy6hq4,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhmk5phn078h8bir0qiz,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhmk5phz078h3kh76h1c,near-collision,main-road,suburbs,night,clear-sky,low
clgr0yhmk86im07ar13ef4c9k,near-collision,main-road,urban,night,cloudy,high
clgr0yhmk86k207ar2lc365vi,near-collision,main-road,urban,twilight,clear-sky,high
clgr0yhmk86k607ar1t8v67k7,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmk9rl2076zby6n7pau,near-collision,main-road,urban,night,clear-sky,low
clgr0yhml4lcd076l0jevaht1,near-collision,main-road,urban,daylight,clear-sky,high
clgr0yhml4yh0075s9exh7k88,near-collision,main-road,urban,twilight,clear-sky,medium
clgr0yhml4yhk075s2q1icakv,near-collision,main-road,urban,night,clear-sky,low
clgr0yhml5j2e0796g6nyat7n,near-collision,main-road,urban,night,clear-sky,high
clgr0yhml5j2i0796axvxd95f,near-collision,main-road,urban,night,clear-sky,high
clgr0yhml5pin078hapgm3zc4,near-collision,main-road,urban,night,clear-sky,medium
clgr0yhml9rni076z3o0813e2,near-collision,main-road,urban,night,clear-sky,low
clgr0yhml9sr9086sf22p5l2a,collision,main-road,urban,twilight,clear-sky,high
clgr0yhml9ss9086s0rdt5wzb,near-collision,main-road,urban,night,clear-sky,high
clgr0yhmm4yik075sa1hvgfst,collision,main-road,urban,daylight,cloudy,high
clgr0yhmm5j520796f2sl0mda,near-collision,main-road,urban,night,clear-sky,low
clgr0yhmm5pln078haw10hfve,near-collision,main-road,urban,daylight,cloudy,high
clgr0u8rp2mdm078p2l6v1dcz,near-collision,main-road,urban,daylight,clear-sky,high
clgr0u8rp314q076o6sd17ksq,near-collision,main-road,urban,daylight,cloudy,high
clgr0u8rp02ov078aff480tyk,near-collision,main-road,urban,twilight,clear-sky,high
clgr0u8rp02oz078a3h2o6u8f,near-collision,main-road,suburbs,daylight,clear-sky,high
clgr0u8rp2gqn076l1udr08as,near-collision,main-road,urban,daylight,clear-sky,low
clgr0u8rp3162076oed793y4a,collision,main-road,urban,night,clear-sky,low
clgr0u8rq2mfm078pav24f7wj,collision,main-road,urban,twilight,clear-sky,high
clgr0wzm53q8l076lhuka5jee,near-collision,main-road,urban,twilight,clear-sky,low
clgr0wzm53q8x076l5q8c5x0f,near-collision,main-road,rural,daylight,clear-sky,low
clgr0wzm53q9l076l4neoco96,near-collision,highway,unknown,daylight,clear-sky,low
clgr0wzm54egi076oags3dp2d,near-collision,main-road,suburbs,daylight,cloudy,high
clgr0wzm54ugj078ha4rf67xi,near-collision,main-road,suburbs,daylight,cloudy,high
clgr0wzm568gi078s7e6f5wte,near-collision,highway,urban,daylight,clear-sky,high
clgr0wzm57cc207ar1q8c6k6h,collision,main-road,unknown,night,clear-sky,low
clgr0wzm58k2a07a9fv2v1zq5,near-collision,main-road,urban,daylight,clear-sky,high
clgr0wzm58sqt077t6wgrapko,near-collision,main-road,suburbs,daylight,cloudy,high
clgr0wzm58x7m076z3q1w7713,near-collision,highway,rural,night,clear-sky,high
clgr0wzm612mf078a6fswg2lh,near-collision,highway,urban,daylight,clear-sky,high
clgr0wzm612n7078a4pmu395b,near-collision,main-road,urban,daylight,clear-sky,high
clgr0wzm61qdi07aa6x0f6s7m,near-collision,main-road,rural,daylight,clear-sky,medium
clgr0wzm644bw075shnm90n8a,near-collision,highway,rural,daylight,clear-sky,medium
clgr0wzm64odm07962qnwfhg3,near-collision,main-road,urban,daylight,clear-sky,low
clgr0wzm64uhz078hdg504jup,near-collision,highway,unknown,daylight,clear-sky,high
clgr0wzm668i6078s4sfvcasb,near-collision,main-road,suburbs,night,clear-sky,low
clgr0wzm668iq078sgb9b8v1s,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0wzm67cdu07ar969m20h1,near-collision,main-road,suburbs,daylight,clear-sky,low
clgr0umzh7yqt077thp7915vf,near-collision,highway,rural,night,clear-sky,low
clgr0umzj05tu078v5rq0fq3s,near-collision,main-road,urban,daylight,clear-sky,high
clgr0umzi399e076o9ru52el0,near-collision,main-road,suburbs,night,clear-sky,low
clgr0umzi7f0a07a9g3eud60p,collision,highway,rural,daylight,cloudy,high
clgr0umzi7rri076zf2wd0m9k,near-collision,main-road,urban,daylight,clear-sky,low
clgr0vkhp14220775er6t97w2,near-collision,main-road,suburbs,daylight,clear-sky,high
